form,source,event,outcome,motif,mechanics
SHADOW_REVEALED,CRYSTAL,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,CRYSTAL,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,CRYSTAL,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,CRYSTAL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,CRYSTAL,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,CRYSTAL,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,CRYSTAL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,CRYSTAL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,CRYSTAL,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_REVEALED,SPELL,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,SPELL,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,SPELL,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,SPELL,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,SPELL,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,SPELL,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SPELL,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,SPELL,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,SPELL,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_REVEALED,SHADOW_SWORD,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,SHADOW_SWORD,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,SHADOW_SWORD,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,SHADOW_SWORD,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,SHADOW_SWORD,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,SHADOW_SWORD,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,SHADOW_SWORD,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,SHADOW_SWORD,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,SHADOW_SWORD,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,OWNER_DEATH,DEACTIVATE_ALL,death_unbinding,Death deactivates every innate and artifact-routed toggle before respawn continues.
SHADOW_REVEALED,PARTISAN,AVATAR_FATAL,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,BODY_FATAL,DIE,mortal_severance,Ordinary physical death proceeds through vanilla respawn.
SHADOW_REVEALED,PARTISAN,VESSEL_FATAL,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,PARTISAN,SOURCE_LOST,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,POWER_LOST,NONE,quiet_continuance,"The event does not own this form or source, so unrelated state continues."
SHADOW_REVEALED,PARTISAN,ENERGY_EXHAUSTED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,PARTISAN,SUPPRESSED,DEACTIVATE_SOURCE,source_severance,Only toggles and sessions owned by the lost or exhausted source are switched off.
SHADOW_REVEALED,PARTISAN,EXPIRED,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,TARGET_UNAVAILABLE,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,DIMENSION_INVALID,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
SHADOW_REVEALED,PARTISAN,LOGOUT,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,PARTISAN,SERVER_STOP,CLEANUP,session_unweave,Connection or server shutdown releases runtime-only state exactly once.
SHADOW_REVEALED,PARTISAN,MANUAL_END,DISMISS_SHADOW,shadow_collapse,The current Shadow body disappears while player-keyed memories remain available.
